rotten_tomatoes_link,movie_title,movie_info,critics_consensus,content_rating,genres,directors,authors,actors,original_release_date,streaming_release_date,runtime,production_company,tomatometer_status,tomatometer_rating,tomatometer_count,audience_status,audience_rating,audience_count,tomatometer_top_critics_count,tomatometer_fresh_critics_count,tomatometer_rotten_critics_count
m/american_werewolf_in_london,An American Werewolf in London,"David (David Naughton) and Jack (Griffin Dunne), two American college students, are backpacking through Britain when a large wolf attacks them. David survives with a bite, but Jack is brutally killed. As David heals in the hospital, he's plagued by violent nightmares of his mutilated friend, who warns David that he is becoming a werewolf. When David discovers the horrible truth, he contemplates committing suicide before the next full moon causes him to transform from man to murderous beast.","Terrifying and funny in almost equal measure, John Landis' horror-comedy crosses genres while introducing Rick Baker's astounding make-up effects.",R,"Comedy, Horror, Science Fiction & Fantasy",John Landis,John Landis,"David Naughton, Griffin Dunne, Jenny Agutter, John Woodvine, Brian Glover, David Schofield, Lila Kaye, Paul Kernber, Paul Kember, Don McKillop, Frank Oz, Anne Marie Davies, Paula Jacobs, Gordon Sterne, Mark Fisher, Michele Brisigotti, Joe Belcher, Rik Mayall, Sean Baker, Paddy Ryan, Colin Fernandes, Albert Moses, Claudine Bowyer, Johanna Crayden, Nina Carter, Geoffrey Burridges, Brenda Cavendish, Christopher Scoular, Mary Tempest, Cynthia Powell, Sydney Bromley, Frank Singuineau, Will Leighton, Michael Carter, Elizabeth Bradley, Rufus Deakin, Lesley Ward, George Hilsdon, Gerry Lewis, Dennis J. Fraser, Alan Ford, Peter B. Ellis, Denise Stephens, Christine Hargreaves, Linzi Drew, Lucinenne Morgan, Gypsy Dave Cooper, Susan Spencer, Bob Babenia, Ken Sicklen, John Salthouse, John Altman, Keith Hodiak, John Owens, Roger Rowland",8/21/1981,10/13/2015,97,Universal Pictures,Certified-Fresh,87,54,Upright,85,115547,11,47,7
m/andromeda_strain,The Andromeda Strain,Chilling tale about a US research satellite carrying a deadly extraterrestrial microscopic organism that crashes into a small town in Arizona. A group of top scientists are hurriedly assembled in a bid to identify and contain the lethal stowaway. Based on the novel by Michael Crichton.,"Although its urgent subject matter warrants less a deliberate pace, The Andromeda Strain brings Michael Crichton's techno-thriller to the big screen with striking intelligence and an engrossing sense of paranoia.",G,"Classics, Mystery & Suspense, Science Fiction & Fantasy",Robert Wise,Nelson Gidding,"Arthur Hill, James Olson, David Wayne, Kate Reid, Paula Kelly, George Mitchell, Ramon Bieri, Kermit Murdock, Richard O'Brien (II), Eric Christmas, Peter Hobbs, Mark Jenkins, Peter Helm, Joe Di Reda, Carl Reindel, Ken Swofford, Richard Bull, Walter Brooke, Frances Reid, John Carter, Bill Dunbar",3/12/1971,5/8/2015,130,Universal Pictures,Fresh,67,39,Upright,72,8729,10,26,13
m/animal_2014,Animal,"A vicious, bloodthirsty predator traps a group of friends (Keke Palmer, Jeremy Sumpter, Elizabeth Gillies) in an isolated cabin.",,NR,"Horror, Mystery & Suspense",Brett Simmons,"Thommy Hutson, Catherine Trillo","Joey Lauren Adams, Elizabeth Gillies, Paul Iacono, Jeremy Sumpter, Keke Palmer, Parker Young, Eve, Thorsten Kaye, Amaury Nolasco, Eve 'Eve' Jihan Jeffers",6/17/2014,8/15/2015,86,Universal Pictures,Rotten,43,7,Spilled,33,603,0,3,4
m/anne_of_the_thousand_days,Anne of the Thousand Days,"This film adaption of a Broadway play is based on the historical events surrounding the founding of the Church of England. Catherine of Aragon (Irene Papas), empowered wife of King Henry VIII (Richard Burton), has yet to give birth to an heir. King Henry's wandering eyes fall on the devout and nubile Anne Boleyn (Geneviève Bujold), who refuses his sexual advances. Henry eventually convinces Anne to marry him, but to move forward, the king must face a church that believes divorce is a sin.",,PG,"Classics, Drama",Charles Jarrott,"John Boland, Bridget Boland, John Hale, Richard Sokolove","Richard Burton, Geneviève Bujold, Irene Papas, Anthony Quayle, John Colicos, Michael Hordern, Katherine Blake, Peter Jeffrey, Joseph O'Conor, William Squire, Valerie Gearon, Valeiie Gearon, Vernon Dobtcheff, Gary Bond, Terence Wilton, Denis Quilley, Esmond Knight, T.P. McKenna, Michael Johnson, Marne Maitland, Nora Swinburne, June C. Ellis, Juney Ellis, Cyril Luckham, Brook Williams, Lesley Paterson, Kynaston Reeves, Amanda Jane Smythe, Nicola Pagett, Kate Burton, Liza Todd Burton, Elizabeth Taylor",12/18/1969,8/14/2015,145,Universal Pictures,Rotten,38,13,Upright,83,3281,5,5,8
m/apollo_13,Apollo 13,"This Hollywood drama is based on the events of the Apollo 13 lunar mission, astronauts Jim Lovell (Tom Hanks), Fred Haise (Bill Paxton) and Jack Swigert (Kevin Bacon) find everything going according to plan after leaving Earth's orbit. However, when an oxygen tank explodes, the scheduled moon landing is called off. Subsequent tensions within the crew and numerous technical problems threaten both the astronauts' survival and their safe return to Earth.","In recreating the troubled space mission, Apollo 13 pulls no punches: it's a masterfully told drama from director Ron Howard, bolstered by an ensemble of solid performances.",PG,"Action & Adventure, Drama",Ron Howard,"Al Reinert, William Broyles","Bill Paxton, Tom Hanks, Kevin Bacon, Gary Sinise, Ed Harris, Kathleen Quinlan, David Andrews, Xander Berkeley, Mary Kate Schellhardt, Emily Ann Lloyd, Miko Hughes, Max Elliott Slade, Jean Speegle Howard, Tracy Reiner, Michelle Little, Chris Ellis, Joe Spano, Marc McClure, Ben Marley, Clint Howard, Loren Dean, Tom Wood, Frank Lovell, Googy Gress, Patrick Mickler, Ray McKinnon, Max Grodénchik, Christian Clemenson, Brett Cullen, Ned Vaughn, Andy Milder, Geoffrey Blake, Wayne Duvall, Jim Meskimen, Joseph Culp, John Short, Ben Bode, Andrew Lipschultz, Todd Louiso, Gabriel Jarret, Christopher John Fields, Kenneth White, Jim Ritz, Andrew Lipshultz, Mark Wheeler, Larry B. Williams, Endre Hules, Karen Martin, Maureen Hanley, Meadow Williams, Walter von Huene, Brian Markinson, Steve Rankin, John Dullaghan, Austin O'Brien, John Wheeler, Louisa Marie, Paul Mantee, Thom Barry, Julie Donatt, Arthur Senzy, Carl Gabriel Yorke, Frank Cavestani, Ryan Holihan, John M. Mathews, Rance Howard, Jane Jenkins, Todd Hallowell, James Ritz, Matthew Goodall, Taylor Goodall, Steve Ruge, Misty Dickinson, Herbert Jefferson Jr., Roger Corman, Lee Anne Matusek, Mark D. Newman, Mark McKeel, Patty Raya MacMillan, Jack Conley, Jeffrey S. Kluger, Bruce Wright, Ivan Allen, Rt. Rev. J. Jon Bruno, Reed Rudy, Steve Bernie, Steven Ruge",6/30/1995,6/14/2012,140,Universal Pictures,Certified-Fresh,96,92,Upright,87,432986,31,88,4
m/army_of_darkness,Army of Darkness,"3rd Evil Dead movie. Ash (Bruce Campbell) finds himself trapped in medieval times. He must quest for the Necronomicon, a book of evil which can return him to his time. Unfortunately, he releases the evil trapped inside the book and unleashes an army of the dead.","Army of Darkness is a madcap adventure worth taking thanks to Bruce Campbell's hammy charm and Sam Raimi's acrobatic direction, although an intentional lack of shocks make this a discordant capper to the Evil Dead franchise.",R,"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy",Sam Raimi,"Sam Raimi, Ivan Raimi","Bruce Campbell, Embeth Davidtz, Marcus Gilbert, Ian Abercrombie, Richard Grove, Michael Earl Reid, Bridget Fonda, Timothy Patrick Quill, Ted Raimi, Deke Anderson, Bruce Thomas, Ira Belgrade, Sara Shearer, Shiva Gordon, Billy Bryan, Nadine Grycan, Josh Becker, Bill Moseley, Don Campbell, William Lustig, Michael Kenney, David O'Malley, Andy Bale, Robert Brent Lappin, Bernard Rose, Rad Milo, Ron Zwang, Brad Bradbury, Ivan Raimi, Patricia Tallman",2/19/1993,6/15/2012,81,Universal Pictures,Fresh,73,49,Upright,87,218605,6,36,13
m/as_aboveso_below,"As Above, So Below","Archaeologist Scarlett Marlowe (Perdita Weeks) has devoted her whole life to finding one of history's greatest treasures: Flamel's Philosopher's Stone. According to legend, the artifact can grant eternal life and turn any metal into gold. When she learns that the stone is hidden underground in the Catacombs of Paris, she assembles a crew to guide and document her historic mission. As they begin their descent, the team-members have no way of knowing that they are entering their own personal hell.","After an intriguing setup that threatens to claw its way out of found-footage overkill, As Above/So Below plummets into clichéd mediocrity.",R,"Documentary, Mystery & Suspense, Special Interest",John Erick Dowdle,"John Erick Dowdle, Drew Dowdle","Perdita Weeks, Ben Feldman, Edwin Hodge, François Civil, Marion Lambert, Ali Marhyar, Cosme Castro, Hamidrez Javdan, Théo Cholbi, Emy Levy, Roger Van Hool, Olivia Csiky Trnka, Hellyette Bess, Aryan Rahimian, Samuel Aouizerate, Kaya Blocksage, Hamid Djavadan",8/29/2014,12/9/2015,93,Universal Pictures,Rotten,26,77,Spilled,40,22353,15,20,57
m/babe_pig_in_the_city,Babe: Pig in the City,"When Babe accidentally puts farmer Hoggett (James Cromwell) in traction, the debtors come looking for their payments. In order to pay their debt, Mrs. Hoggett (Magda Szubanski) sends Babe off across the ocean to the city to demonstrate his talents as a sheep herder. Along with his friends, Babe meets a lot of new friends and gets into new adventures.",Not quite as good as the original and has some dark subject material that might not be appropriate for children.,G,"Comedy, Kids & Family, Science Fiction & Fantasy",George Miller,"Dick-King Smith, Judy Morris, Mark Lamprell","James Cromwell, Elizabeth Daily, Magda Szubanski, Mary Stein, Mickey Rooney, Micheline Presle, E.G. Daily, Julie Godfrey, Glenne Headly, Danny Mann, James Cosmo, Adam Goldberg, Myles Jeffrey, Nathan Kress, Stanley Ralph Ross, Russi Taylor, Roscoe Lee Browne, Steven Wright",11/25/1998,4/19/2016,97,Universal Studios,Fresh,65,65,Spilled,41,64012,14,42,23
m/baby_mama,Baby Mama,"When single executive Kate Holbrook (Tina Fey) decides the time is right to finally have a baby, she hires a working-class woman (Amy Poehler) from South Philadelphia to act as her surrogate mother. However, Kate's careful planning goes out the window when the woman shows up on her doorstep needing a place to live. A comic battle of wills breaks out between the pair as they prepare for the blessed event and try not to kill one another in the process.","Baby Mama is a lightweight, predictable comedy that ekes by on the strength of its performers.",PG-13,Comedy,Michael McCullers,"Michael McCullers, Michael Goldwyn","Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard, Romany Malco, Sigourney Weaver, Steve Martin, Maura Tierney, Stephen Mailer, Holland Taylor, James Rebhorn, Denis O'Hare, Kevin Collins, Will Forte, Brian Stack, Fred Armisen, John Hodgman, Siobhan Fallon Hogan, Tom McCarthy, Jason Mantzoukas, Dave Finkel, Felicity Stiverson, Anne Nathan, Anne L. Nathan, Jay Phillips, Kathy Searle, Almeria Campbell, Alice Kremelberg, Jon Glaser, Catherine Rose, Eric Zukerman, Erica Berg, Frank Rodriguez, Diane Chen, Andra Eggleston, Andrew Hillmedo, Curt Carlson",4/25/2008,6/15/2012,99,Universal Pictures,Fresh,64,165,Spilled,55,374701,48,105,60
m/back_to_the_future,Back to the Future,"In this 1980s sci-fi classic, small-town California teen Marty McFly (Michael J. Fox) is thrown back into the '50s when an experiment by his eccentric scientist friend Doc Brown (Christopher Lloyd) goes awry. Traveling through time in a modified DeLorean car, Marty encounters young versions of his parents (Crispin Glover, Lea Thompson), and must make sure that they fall in love or he'll cease to exist. Even more dauntingly, Marty has to return to his own time and save the life of Doc Brown.","Inventive, funny, and breathlessly constructed, Back to the Future is a rousing time-travel adventure with an unforgettable spirit.",PG,"Action & Adventure, Comedy, Science Fiction & Fantasy",Robert Zemeckis,"Bob Gale, Robert Zemeckis","Michael J. Fox, Christopher Lloyd, Crispin Glover, Lea Thompson, Thomas F. Wilson, Claudia Wells, Marc McClure, Wendie Jo Sperber, George DiCenzo, James Tolkan, Frances Lee McCain, Casey Siemaszko, Billy Zane, Harry Waters Jr., J.J. Cohen, Donald Fullilove, Lisa Freeman, Cristen Kauffman, Elsa Raven, Will Hare, Ivy Bethune, Jason Marin, Katherine Britton, Jason Hervey, Maia Brewton, Courtney Gains, Richard L. Duran, Jeff O'Haco, Johnny Green, Jamie Abbott, Norman Alden, Boyd 'Red' Morgan, Sachi Parker, Robert Krantz, Gary Riley, Karen Petrasek, George 'Buck' Flower, Tommy Lee Thomas, Granville ""Danny"" Young, David Harold Brown, Lloyd L. Tolbert, Lee Brownfield, Robert DeLapp, Huey Lewis",7/3/1985,8/8/2013,116,Universal Pictures,Certified-Fresh,96,84,Upright,94,1095020,23,81,3
m/back_to_the_future_2,Back to the Future Part II,"In this zany sequel, time-traveling duo Marty McFly (Michael J. Fox) and Dr. Emmett Brown (Christopher Lloyd) return from saving Marty's future son from disaster, only to discover their own time transformed. In this nightmarish version of Hill Valley, Marty's father has been murdered and Biff Tannen, Marty's nemesis, has profited. After uncovering the secret to Biff's success -- a sports almanac from the future -- Marty and the Doc embark on a quest to repair the space-time continuum.","Back to the Future II is far more uneven than its predecessor, but its madcap highs outweigh the occasionally cluttered machinations of an overstuffed plot.",PG,"Comedy, Science Fiction & Fantasy",Robert Zemeckis,"Robert Zemeckis, Bob Gale","Michael J. Fox, Christopher Lloyd, Charles Fleischer, Lea Thompson, Thomas F. Wilson, Elisabeth Shue, Joe Flaherty, Harry Waters Jr., James Tolkan, Flea, Jeffrey Weissman, Casey Siemaszko, Billy Zane, J.J. Cohen, Casanova E. Evans, Jay Koch, Charles Gherardi, Charles F. Fitzsimmons, Ricky Dean Logan, Darlene Vogel, Lloyd L. Tolbert, Jason Scott Lee, Judy Ovitz, Stephanie E. Williams, Granville ""Danny"" Young, Marty Levy, Jim Ishida, Rick Logan, Nikki Birdsong, Al White, Junior Fann, Shaun Hunter, Elijah Wood, John Thornton, George 'Buck' Flower, Neil Ross, Theo Schwartz, Lindsey Barry, Lisa Freeman, John Erwin, Wesley Mann, Freddie, Kevin Holloway, Charles F. Fitzsimons, Crispin Glover, Tamara Carrera, Tracy D'Aldia, Irina Cashen, Angela Greenblatt, Cameron Moore, Justin Mosley Spink, David Harold Brown, Tommy Lee Thomas",1/1/1989,10/1/2014,107,Universal Pictures,Fresh,66,61,Upright,85,750243,16,40,21
m/back_to_the_future_3,Back to the Future Part III,"In this final chapter, Marty McFly (Michael J. Fox) obtains a 70-year-old message from the time-traveling Dr. Emmett Brown (Christopher Lloyd), in which he informs Marty that he has retired to a small town in the Old West. Marty then finds out that the Doc was murdered shortly after sending the letter. In order to save his friend, Marty will have to travel back in time, disentangle a lovestruck Doc from a local schoolmarm, and repair the DeLorean -- all while avoiding a posse of gunslingers.","Back to the Future Part III draws the trilogy to a satisfying close with a simpler, sweeter round of time-travel antics.",PG,"Action & Adventure, Comedy, Science Fiction & Fantasy",Robert Zemeckis,"Bob Gale, Robert Zemeckis","Michael J. Fox, Christopher Lloyd, Mary Steenburgen, Thomas F. Wilson, Lea Thompson, Elisabeth Shue, Matt Clark, Richard Dysart, James Tolkan, Marc McClure, Wendie Jo Sperber, Hugh Gillin, Jeffrey Weissman, Burton Gilliam, Bill McKinney, Donovan Scott, ZZ Top, Flea, Daniel Evans, Marvin J. McIntyre, Kaleb Henley, Michael Watson, Todd Cameron Brown, Dannel Evans, Leslie A. Prickett, Dean Cundey, Pat Buttram, Jo B. Cummings, James A. Rammel, Brad McPeters, Phinnaes D., Rod Kuehne, Leno Fletcher, Rick Logan, Joey Newington, Larry Ingold, Tim Konrad, Glenn Fox, Kevin Holloway, Harry Carey Jr., Michael Higgins, Dub Taylor, Christopher Wynne, Sean Gregory Sullivan, Mike Watson, J.J. Cohen, Ricky Dean Logan, Steve McArthur, Michael Mills, John Ickes, Michael Klastorin, Michael John Mills, Kenny Myers",5/25/1990,7/2/2015,118,Universal Pictures,Certified-Fresh,80,45,Upright,78,694736,10,36,9
m/balto,Balto,"In this animated feature, a deadly diphtheria epidemic strikes the remote town of Nome, Alaska. With the life-saving medicine located hundreds of miles away, the residents decide to send out a sled-dog team. Balto (Kevin Bacon) -- a half-wolf dog ignored by all except a goose, Boris (Bob Hoskins), and two polar bears -- is chosen to run but is disqualified by lead dog Steele (Jim Cummings). When the other dogs get lost in the snow, Balto risks his life to rescue them and deliver the medicine.","Balto is a well-meaning adventure with spirited animation, but mushy sentimentality and bland characterization keeps it at paw's length from more sophisticated family fare.",G,"Action & Adventure, Animation, Kids & Family",Simon Wells,"Cliff Ruby, Elana Lesser, David Steven Cohen, Roger S.H. Schulman","Lola Bates-Campbell, Jim Cummings, Phil Collins, Miriam Margolyes, Jack Angel, Danny Mann, Robbie Rist, Juliette Brewer, Sandra Dickinson, Donald Sinden, William Roberts, Garrick Hagon, Bill Bailey, Jennifer Blanc, Jim Carter, Christine Cavanaugh, Brendan Fraser, Michael J. Shannon, Kevin Bacon, Bob Hoskins, Bridget Fonda",12/22/1995,11/10/2014,77,MCA Universal Home Video,Rotten,54,24,Upright,70,71758,11,13,11
